"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"PO1609737-07","2016-05-09","5.1","England","2016-05-13","2","Satisfactory","1408","4.69","Free range","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609737-07","2016-05-09","5.1","England","2016-05-13","2","Satisfactory","1408","4.69","Free range","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-08","2016-05-09","5.1","England","2016-05-15","2","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","14","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609737-08","2016-05-09","5.1","England","2016-05-15","2","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","100","CFU/g Back","Campylobacter spp.","1"
"PO1609737-08","2016-05-09","5.1","England","2016-05-15","2","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","1"
"PO1609737-09","2016-05-09","5.1","England","2016-05-16","2","Satisfactory","1635","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","90","CFU/ml Rinse","Campylobacter spp.","1"
"PO1609737-09","2016-05-09","5.1","England","2016-05-16","2","Satisfactory","1635","3.15","Standard","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g No 2","70","CFU/g Back","Campylobacter spp.","1"
"PO1609737-09","2016-05-09","5.1","England","2016-05-16","2","Satisfactory","1635","3.15","Standard","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g","103","CFU/g Neck","C. jejuni","1"
"PO1609737-10","2016-05-09","5.1","England","2016-05-12","1.6","Satisfactory","1455","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1609737-10","2016-05-09","5.1","England","2016-05-12","1.6","Satisfactory","1455","3.46","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609737-10","2016-05-09","5.1","England","2016-05-12","1.6","Satisfactory","1455","3.46","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-11","2016-05-09","5.1","England","2016-05-13","1.6","Satisfactory","1426","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1609737-11","2016-05-09","5.1","England","2016-05-13","1.6","Satisfactory","1426","3.46","Standard","Modified Atmosphere","Other","15","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1609737-11","2016-05-09","5.1","England","2016-05-13","1.6","Satisfactory","1426","3.46","Standard","Modified Atmosphere","Other","15","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1609737-12","2016-05-09","5.1","England","2016-05-13","1.6","Satisfactory","2083","5.42","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","12","CFU/ml Rinse","C. jejuni","1"
"PO1609737-12","2016-05-09","5.1","England","2016-05-13","1.6","Satisfactory","2083","5.42","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","20","CFU/g Back","C. jejuni","1"
"PO1609737-12","2016-05-09","5.1","England","2016-05-13","1.6","Satisfactory","2083","5.42","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-01","2016-05-16","3.4","England","2016-05-20","2","Satisfactory","1556","4.5","Standard","NOT Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-01","2016-05-16","3.4","England","2016-05-20","2","Satisfactory","1556","4.5","Standard","NOT Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1610331-01","2016-05-16","3.4","England","2016-05-20","2","Satisfactory","1556","4.5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1610331-02","2016-05-16","3.4","England","2016-05-20","2","Satisfactory","1506","4.5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1610331-02","2016-05-16","3.4","England","2016-05-20","2","Satisfactory","1506","4.5","Standard","NOT Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1610331-02","2016-05-16","3.4","England","2016-05-20","2","Satisfactory","1506","4.5","Standard","NOT Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-03","2016-05-16","3.4","England","2016-05-20","3","Satisfactory","1504","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","2","CFU/ml Rinse","Campylobacter spp.","1"
"LO1610331-03","2016-05-16","3.4","England","2016-05-20","3","Satisfactory","1504","2.79","Standard","Modified Atmosphere","Other","21","Campylobacter spp - enumeration cfu/g No 2","60","CFU/g Back","Campylobacter spp.","1"
"LO1610331-03","2016-05-16","3.4","England","2016-05-20","3","Satisfactory","1504","2.79","Standard","Modified Atmosphere","Other","21","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-04","2016-05-16","3.4","England","2016-05-18","3","Satisfactory","1900","7.26","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","70","CFU/ml Rinse","Campylobacter spp.","1"
"LO1610331-04","2016-05-16","3.4","England","2016-05-18","3","Satisfactory","1900","7.26","Free range","Modified Atmosphere","Other","18","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1610331-04","2016-05-16","3.4","England","2016-05-18","3","Satisfactory","1900","7.26","Free range","Modified Atmosphere","Other","18","Campylobacter spp - enumeration cfu/g","36","CFU/g Neck","Campylobacter spp.","1"
"LO1610331-05","2016-05-16","3.4","England","2016-05-21","3","Satisfactory","1522","2.79","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1610331-05","2016-05-16","3.4","England","2016-05-21","3","Satisfactory","1522","2.79","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-05","2016-05-16","3.4","England","2016-05-21","3","Satisfactory","1522","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1610331-06","2016-05-16","3.4","England","2016-05-20","3","Satisfactory","2000","7.64","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","230","CFU/ml Rinse","Campylobacter spp.","1"
"LO1610331-06","2016-05-16","3.4","England","2016-05-20","3","Satisfactory","2000","7.64","Free range","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","102","CFU/g Back","Campylobacter spp.","1"
"LO1610331-06","2016-05-16","3.4","England","2016-05-20","3","Satisfactory","2000","7.64","Free range","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","400","CFU/g Neck","Campylobacter spp.","1"
"LO1610331-07","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1610331-07","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Roast-in-bag","14","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1610331-07","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Roast-in-bag","14","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-08","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"LO1610331-08","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1610331-08","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1610331-09","2016-05-16","3.4","England","2016-05-21","2.6","Satisfactory","2036","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","12","CFU/ml Rinse","Campylobacter spp.","1"
"LO1610331-09","2016-05-16","3.4","England","2016-05-21","2.6","Satisfactory","2036","4.29","Standard","Modified Atmosphere","Other","23","Campylobacter spp - enumeration cfu/g No 2","32","CFU/g Back","Campylobacter spp.","1"
"LO1610331-09","2016-05-16","3.4","England","2016-05-21","2.6","Satisfactory","2036","4.29","Standard","Modified Atmosphere","Other","23","Campylobacter spp - enumeration cfu/g","230","CFU/g Neck","Campylobacter spp.","1"
"LO1610331-10","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1950","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","7","CFU/ml Rinse","Campylobacter spp.","1"
"LO1610331-10","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1950","4.29","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","60","CFU/g Back","Campylobacter spp.","1"
"LO1610331-10","2016-05-16","3.4","England","2016-05-20","2.6","Satisfactory","1950","4.29","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","Campylobacter spp.","1"
"PO1610358-01","2016-05-16","6.4","England","2016-05-20","1.2","Satisfactory","1935","6.08","Standard","NOT Modified Atmosphere","Other","0","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1610358-01","2016-05-16","6.4","England","2016-05-20","1.2","Satisfactory","1935","6.08","Standard","NOT Modified Atmosphere","Other","0","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-01","2016-05-16","6.4","England","2016-05-20","1.2","Satisfactory","1935","6.08","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","7","CFU/ml Rinse","Campylobacter spp.","1"
"PO1610358-02","2016-05-16","6.4","England","2016-05-19","0.7","Satisfactory","1760","8","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","3","CFU/ml Rinse","C. jejuni","1"
"PO1610358-02","2016-05-16","6.4","England","2016-05-19","0.7","Satisfactory","1760","8","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-02","2016-05-16","6.4","England","2016-05-19","0.7","Satisfactory","1760","8","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1610358-03","2016-05-16","6.4","England","2016-05-23","2","Satisfactory","1190","2.37","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1610358-03","2016-05-16","6.4","England","2016-05-23","2","Satisfactory","1190","2.37","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-03","2016-05-16","6.4","England","2016-05-23","2","Satisfactory","1190","2.37","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1610358-04","2016-05-16","6.4","England","2016-05-21","2","Satisfactory","1462","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","2","CFU/ml Rinse","C. jejuni","1"
"PO1610358-04","2016-05-16","6.4","England","2016-05-21","2","Satisfactory","1462","2.79","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-04","2016-05-16","6.4","England","2016-05-21","2","Satisfactory","1462","2.79","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1610358-05","2016-05-16","6.4","England","2016-05-19","2","Satisfactory","1435","6.1","Free range","Modified Atmosphere","Other","15","Campylobacter spp - enumeration cfu/g No 2","163","CFU/g Back","Campylobacter spp.","1"
"PO1610358-05","2016-05-16","6.4","England","2016-05-19","2","Satisfactory","1435","6.1","Free range","Modified Atmosphere","Other","15","Campylobacter spp - enumeration cfu/g","1500","CFU/g Neck","C. jejuni","1"
"PO1610358-05","2016-05-16","6.4","England","2016-05-19","2","Satisfactory","1435","6.1","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","450","CFU/ml Rinse","Campylobacter spp.","1"
"PO1610358-06","2016-05-16","6.4","England","2016-05-23","1.5","Satisfactory","1392","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","15","CFU/ml Rinse","Campylobacter spp.","1"
"PO1610358-06","2016-05-16","6.4","England","2016-05-23","1.5","Satisfactory","1392","2.79","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-06","2016-05-16","6.4","England","2016-05-23","1.5","Satisfactory","1392","2.79","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1610358-07","2016-05-16","6.4","England","2016-05-20","1.5","Satisfactory","1460","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","55","CFU/ml Rinse","Campylobacter spp.","1"
"PO1610358-07","2016-05-16","6.4","England","2016-05-20","1.5","Satisfactory","1460","2.79","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g No 2","20","CFU/g Back","Campylobacter spp.","1"
"PO1610358-07","2016-05-16","6.4","England","2016-05-20","1.5","Satisfactory","1460","2.79","Standard","Modified Atmosphere","Other","14","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"PO1610358-08","2016-05-16","6.4","England","2016-05-22","1.5","Satisfactory","1952","5.23","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","1"
"PO1610358-08","2016-05-16","6.4","England","2016-05-22","1.5","Satisfactory","1952","5.23","Standard","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-08","2016-05-16","6.4","England","2016-05-22","1.5","Satisfactory","1952","5.23","Standard","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1610358-09","2016-05-16","6.4","England","2016-05-22","2.1","Satisfactory","1262","5.36","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","86","CFU/ml Rinse","Campylobacter spp.","1"
"PO1610358-09","2016-05-16","6.4","England","2016-05-22","2.1","Satisfactory","1262","5.36","Free range","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","210","CFU/g Back","Campylobacter spp.","1"
"PO1610358-09","2016-05-16","6.4","England","2016-05-22","2.1","Satisfactory","1262","5.36","Free range","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","127","CFU/g Neck","C. coli","1"
"PO1610358-10","2016-05-16","6.4","England","2016-05-22","2.1","Satisfactory","1491","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","11","CFU/ml Rinse","C. jejuni","1"
"PO1610358-10","2016-05-16","6.4","England","2016-05-22","2.1","Satisfactory","1491","3.5","Standard","Modified Atmosphere","Other","13","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"PO1610358-10","2016-05-16","6.4","England","2016-05-22","2.1","Satisfactory","1491","3.5","Standard","Modified Atmosphere","Other","13","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","1"
"PO1610358-12","2016-05-16","6.4","England","2016-05-23","2","Satisfactory","1530","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","450","CFU/ml Rinse","Campylobacter spp.","1"
"PO1610358-12","2016-05-16","6.4","England","2016-05-23","2","Satisfactory","1530","2.79","Standard","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g No 2","633","CFU/g Back","Campylobacter spp.","1"
"PO1610358-12","2016-05-16","6.4","England","2016-05-23","2","Satisfactory","1530","2.79","Standard","Modified Atmosphere","Other","19","Campylobacter spp - enumeration cfu/g","220","CFU/g Neck","C. jejuni","1"
